City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
285,moyynkum,44.2914,72.9469,101.05,13,0,9.73,KZ,1690095020
286,lompoc,34.6391,-120.4579,69.78,95,100,4.61,US,1690095021
287,pont rouge,48.8833,-72.0825,61.09,97,100,3.09,CA,1690095021
288,richfield,44.8833,-93.283,67.21,89,0,0.0,US,1690095022
289,tongliao,43.6125,122.2653,69.57,86,100,15.12,CN,1690095023
290,opuwo,-18.0607,13.84,68.52,26,0,4.27,NA,1690095023
291,santa isabel,-23.3156,-46.2214,58.08,86,0,2.39,BR,1690095024
292,ponta delgada,37.7333,-25.6667,68.72,88,75,2.3,PT,1690094812
293,bandarbeyla,9.4942,50.8122,85.6,54,98,31.9,SO,1690095025
294,kattivakkam,13.2167,80.3167,84.29,81,100,14.07,IN,1690095025
295,keflavik,64.0049,-22.5624,52.23,93,75,4.61,IS,1690095026
296,khash,28.2211,61.2158,92.16,16,100,3.78,IR,1690094834
297,ewarton,18.1808,-77.0766,81.88,92,8,1.45,JM,1690095027
298,basco,20.4487,121.9702,84.42,79,21,15.39,PH,1690095028
299,vinton,37.281,-79.897,70.27,94,100,0.0,US,1690095028
300,jagatsinghapur,20.2667,86.1667,89.96,62,100,13.78,IN,1690095029
301,xichang,27.8964,102.2634,88.09,46,3,1.43,CN,1690095030
302,north bend,43.4065,-124.2243,61.27,94,100,10.36,US,1690095002
303,salinas,36.6777,-121.6555,64.0,84,0,8.05,US,1690094883
304,happy valley-goose bay,53.3168,-60.3315,66.51,94,75,3.44,CA,1690095031
305,sao vicente,-23.9631,-46.3919,68.27,26,0,5.14,BR,1690095032
306,papao,-17.75,-149.55,73.08,70,100,13.31,PF,1690095033
307,port lincoln,-34.7333,135.8667,55.31,70,100,10.36,AU,1690095033
308,port elizabeth,-33.918,25.5701,53.89,71,0,11.5,ZA,1690095034
309,qianzhou,28.3167,109.7167,94.5,56,89,4.25,CN,1690095034
310,christchurch,-43.5333,172.6333,51.91,94,100,11.5,NZ,1690094854
311,pisco,-13.7,-76.2167,66.25,77,100,2.3,PE,1690095036
312,gouyave,12.1646,-61.7296,79.57,83,40,12.66,GD,1690095036
313,owando,-0.4819,15.8999,77.52,74,100,4.85,CG,1690095037
314,deniliquin,-35.5333,144.9667,54.45,63,39,9.24,AU,1690095037
315,holualoa,19.6228,-155.9522,78.64,87,40,5.75,US,1690095038
316,akureyri,65.6835,-18.0878,48.13,93,100,2.3,IS,1690095039
317,lincoln city,44.9582,-124.0179,64.04,88,42,11.01,US,1690095039
318,maceio,-9.6658,-35.7353,71.04,94,75,2.3,BR,1690095040
319,sai buri,6.7013,101.6168,85.71,55,58,9.89,TH,1690095040
320,dunedin,-45.8742,170.5036,48.79,93,100,1.99,NZ,1690094854
321,las palmas,28.4204,-14.0131,68.79,73,40,17.27,ES,1690095042
322,dubinino,55.6192,89.0911,71.62,58,100,4.32,RU,1690095042
323,camalu,30.85,-116.0667,66.6,89,24,3.38,MX,1690095043
324,cannonvale,-20.2833,148.7,69.19,64,91,4.32,AU,1690095043
325,xilin hot,43.9667,116.0333,76.86,38,13,14.45,CN,1690095044
326,urzhar,47.093,81.6294,96.44,15,55,9.89,KZ,1690095045
327,gobichettipalayam,11.4667,77.45,90.54,46,92,4.72,IN,1690095045
328,paimpol,48.7784,-3.0438,65.84,95,100,12.91,FR,1690095046
329,san-pedro,4.7485,-6.6363,74.62,92,100,4.23,CI,1690095046
330,sault ste. marie,46.5168,-84.3333,61.36,89,0,4.61,CA,1690094930
331,kuroiso,36.9667,140.05,92.32,59,95,5.23,JP,1690095048
332,conceicao do araguaia,-8.2578,-49.2647,65.79,52,0,2.77,BR,1690095048
333,ola,59.5833,151.2833,59.14,96,100,3.36,RU,1690095049
334,tazacorte,28.629,-17.9293,72.57,80,20,18.41,ES,1690095049
335,arno,60.1167,18.6333,61.54,58,17,7.49,SE,1690095050
336,nemuro,43.3236,145.575,62.28,90,100,13.82,JP,1690095051
337,taikang,46.8333,124.4167,71.01,96,100,9.24,CN,1690095051
338,suncho corral,-27.9336,-63.4294,60.26,36,24,21.54,AR,1690095052
339,hovd,48.0056,91.6419,84.63,15,94,14.88,MN,1690095053
340,corner brook,48.9667,-57.9484,69.96,97,100,9.22,CA,1690095053
341,mutxamel,38.4158,-0.4453,83.88,74,20,5.75,ES,1690095054
342,turinskaya sloboda,57.6232,64.3858,66.0,83,100,7.4,RU,1690095054
343,skegness,53.1436,0.3363,62.67,92,100,19.15,GB,1690095055
344,la troncal,-2.4,-79.3333,74.21,85,56,1.54,EC,1690095055
345,sosnovo-ozerskoye,52.5249,111.5418,76.62,30,93,6.31,RU,1690095056
346,inarajan village,13.2736,144.7484,86.99,88,100,8.9,GU,1690095057
347,vorkuta,67.5,64.0,62.8,94,100,5.75,RU,1690095059
348,chumphon,10.3333,98.8333,73.89,87,100,9.6,TH,1690095059
349,fisterra,42.9049,-9.2629,56.75,81,100,3.22,ES,1690095060
350,olovyannaya,50.95,115.5667,76.68,39,69,14.81,RU,1690095060
351,geraldton,-28.7667,114.6,73.81,31,0,10.36,AU,1690095061
352,ulanhot,46.0833,122.0833,64.78,92,100,17.85,CN,1690095062
353,awjilah,29.1081,21.2869,91.31,27,0,8.37,LY,1690095062
354,luau,-10.7073,22.2247,72.9,33,5,11.21,AO,1690095063
355,cody,44.5263,-109.0565,71.82,42,0,5.75,US,1690095063
356,katsuura,35.1333,140.3,78.6,72,66,8.57,JP,1690095064
357,nadi,-17.8,177.4167,75.2,69,75,6.91,FJ,1690095065
358,mouila,-1.8685,11.0559,73.92,78,91,1.1,GA,1690095065
359,alo,7.4178,6.7371,75.96,94,100,1.3,NG,1690095066
360,axum,14.1245,38.7244,66.87,68,58,4.83,ET,1690095066
361,katima mulilo,-17.5,24.2667,68.49,34,0,7.36,NA,1690095067
362,falmouth,50.1544,-5.0711,59.9,100,100,10.36,GB,1690094968
363,nuuk,64.1835,-51.7216,45.21,100,100,2.3,GL,1690095068
364,bechar,31.6167,-2.2167,93.52,12,0,11.5,DZ,1690095069
365,tabou,4.423,-7.3528,75.7,88,100,7.4,CI,1690095070
366,baki,-7.6128,110.7839,90.75,41,13,5.12,ID,1690095071
367,san pedro,14.35,121.0167,90.32,69,40,12.66,PH,1690095071
368,trevelin,-43.0858,-71.4639,31.48,92,13,3.74,AR,1690094953
369,santa cruz,-17.8,-63.1667,71.06,83,0,10.36,BO,1690095003
370,usinsk,65.9939,57.5281,68.81,58,100,11.65,RU,1690095073
371,undurkhaan,47.3194,110.6556,73.99,40,91,1.34,MN,1690095074
372,ambodifotatra,-16.9833,49.85,75.25,88,75,9.22,MG,1690095075
373,axim,4.8699,-2.2405,76.12,89,100,5.28,GH,1690095075
374,igarka,67.4667,86.5833,75.69,61,37,10.13,RU,1690095076
375,volkhov,59.9258,32.3382,60.67,72,78,6.96,RU,1690095077
376,menongue,-14.6585,17.691,67.21,33,2,9.33,AO,1690095077
377,acajutla,13.5928,-89.8275,80.51,84,100,4.59,SV,1690095078
378,isiro,2.7739,27.616,76.24,72,48,3.13,CD,1690095079
379,mar del plata,-38.0023,-57.5575,50.02,86,0,13.0,AR,1690095079
380,kargat,55.1956,80.2811,70.72,75,100,8.12,RU,1690095080
381,kushk,33.2957,61.9522,98.15,10,0,16.69,AF,1690095080
382,enewetak,11.3474,162.3373,83.52,78,94,16.22,MH,1690095081
383,batticaloa,7.7102,81.6924,92.97,49,100,3.49,LK,1690095082
384,alamos,27.0167,-108.9333,85.51,62,100,4.59,MX,1690095082
385,kununurra,-15.7667,128.7333,76.98,22,5,16.11,AU,1690095083
386,codrington,-38.2667,141.9667,51.58,77,100,8.72,AU,1690095083
387,muradnagar,28.7833,77.5,93.29,47,100,9.26,IN,1690095084
388,san fernando de apure,7.8878,-67.4724,73.42,96,88,2.8,VE,1690095085
389,nelson bay,-32.7167,152.15,60.01,94,92,4.0,AU,1690095085
390,reggane,26.7158,0.1714,98.64,17,26,7.58,DZ,1690095086
391,somerton,32.5964,-114.7097,101.3,34,0,8.05,US,1690095086
392,mukalla,14.5425,49.1242,95.65,45,22,17.72,YE,1690095087
393,palmer,42.1584,-72.3287,65.84,84,20,0.0,US,1690094832
394,sarh,9.1429,18.3923,71.51,100,20,2.3,TD,1690095088
395,touros,-5.1989,-35.4608,72.46,89,46,12.95,BR,1690095088
396,guilin,25.2819,110.2864,93.31,65,100,5.99,CN,1690094792
397,coevorden,52.661,6.7405,63.39,87,100,13.0,NL,1690095054
398,calipatria,33.1256,-115.5142,95.92,35,49,8.97,US,1690095090
399,bonanza,14.0289,-84.591,73.54,99,99,1.45,NI,1690095091
400,bam,29.106,58.357,96.08,9,100,24.2,IR,1690095091
401,sturgeon bay,44.8342,-87.377,64.76,94,75,3.44,US,1690094976
402,tuensang,26.2833,94.8333,79.48,88,93,1.52,IN,1690095092
403,polla,40.5171,15.498,90.99,41,3,4.99,IT,1690094971
404,heihe,50.2441,127.4902,68.58,84,100,7.47,CN,1690095093
405,znamenka,52.4167,41.4311,68.36,61,68,5.82,RU,1690095094
406,shizunai-furukawacho,42.3339,142.3669,72.21,86,31,9.46,JP,1690095095
407,brisas de zicatela,15.8369,-97.0419,79.93,82,100,4.85,MX,1690095095
408,khargupur,27.3833,81.9833,99.99,41,72,14.88,IN,1690095096
409,nar'yan-mar,67.6713,53.087,59.99,92,100,5.37,RU,1690095096
410,kulachi,31.9286,70.4592,91.09,57,88,2.04,PK,1690095097
411,sao joao da barra,-21.6403,-41.0511,69.53,86,94,10.04,BR,1690095098
412,hakui,36.8833,136.7833,93.34,62,20,3.69,JP,1690095099
413,zheleznogorsk-ilimskiy,56.5768,104.1217,85.19,26,57,5.06,RU,1690095099
414,severo-yeniseyskiy,60.3725,93.0408,80.62,40,69,1.34,RU,1690095100
415,hami,42.8,93.45,99.28,12,3,10.51,CN,1690095101
416,arkhangel'sk,64.5401,40.5433,59.0,97,100,1.97,RU,1690095101
417,mana,5.6592,-53.7767,74.89,90,28,7.49,GF,1690095102
418,bowie,33.4501,-94.4335,75.27,89,0,3.47,US,1690095102
419,kirawsk,53.2686,29.4736,63.07,69,15,10.65,BY,1690095103
420,fuyu,45.1833,124.8167,74.48,89,89,14.92,CN,1690095104
421,estremoz,38.8443,-7.5859,61.59,76,4,5.59,PT,1690095104
422,dalby,-27.1833,151.2667,60.87,33,7,7.92,AU,1690095105
423,langxiang,46.95,128.8833,67.01,99,100,2.55,CN,1690095105
424,linxia chengguanzhen,35.6003,103.2064,80.78,46,99,4.56,CN,1690095106
425,woodfin,35.6334,-82.5821,68.11,92,62,0.83,US,1690095107
426,el obeid,13.1842,30.2167,85.39,49,11,15.5,SD,1690095107
427,deyang,31.1302,104.382,89.87,59,78,3.0,CN,1690095108
428,argostolion,38.1811,20.489,84.27,58,0,3.44,GR,1690095109
429,zhizdra,53.746,34.7395,60.12,85,100,7.78,RU,1690095109
430,santa ana de yacuma,-13.75,-65.4333,72.16,53,0,4.5,BO,1690095110
431,mizque,-17.941,-65.3402,57.2,63,0,3.51,BO,1690095111
432,nichinan,31.6,131.3667,83.88,71,29,7.92,JP,1690095111
433,berezovyy,51.6667,135.7,87.67,27,100,6.67,RU,1690095112
434,san antonio de pale,-1.4014,5.6325,73.54,78,99,10.27,GQ,1690095113
435,verkhnevilyuysk,63.4453,120.3167,86.9,31,11,7.2,RU,1690095113
436,taitung city,22.7583,121.1444,91.67,75,75,8.05,TW,1690095114
437,alghero,40.5589,8.3181,78.89,78,0,6.91,IT,1690095115
438,bengkulu,-3.8004,102.2655,83.64,75,47,8.14,ID,1690094956
439,luba,3.4568,8.5547,75.09,86,99,6.33,GQ,1690095116
440,honiara,-9.4333,159.95,78.04,90,98,3.31,SB,1690095116
441,vila velha,-20.3297,-40.2925,67.95,98,75,4.61,BR,1690095117
442,kouango,4.9934,19.9619,77.56,76,100,3.27,CF,1690095118
443,wuhan,30.5833,114.2667,93.29,51,0,4.27,CN,1690094858
444,kottaiyur,10.1167,78.8167,92.79,38,90,5.1,IN,1690095120
445,twon-brass,4.3151,6.2418,78.26,84,100,12.91,NG,1690094907
446,scottsbluff,41.8666,-103.6672,67.78,76,0,10.36,US,1690094903
447,ramadi,33.4226,43.3058,109.4,10,0,15.59,IQ,1690095121
448,nishinoomote,30.7333,131.0,86.56,79,20,10.36,JP,1690095122
449,durango,24.8333,-104.8333,67.51,47,72,3.74,MX,1690094848
450,selfoss,63.9331,-20.9971,54.05,82,100,2.75,IS,1690095123
451,golmarmara,38.7139,27.9142,83.55,45,0,2.3,TR,1690095124
452,saint-philippe,-21.3585,55.7679,76.59,85,50,14.32,RE,1690095125
453,mithi,24.7318,69.7981,89.82,64,96,7.96,PK,1690095125
454,talakan,50.3167,130.3667,66.0,86,100,5.26,RU,1690095126
455,rio grande,-32.035,-52.0986,67.95,79,98,13.18,BR,1690095126
456,laela,-8.5667,32.05,68.27,46,0,2.44,TZ,1690095127
457,la foa,-21.7108,165.8276,66.33,59,14,6.35,NC,1690095127
458,smithers,54.7804,-127.1743,50.32,100,40,0.0,CA,1690095128
459,burang,30.25,81.1667,58.78,59,100,6.49,CN,1690095128
460,itupiranga,-5.1347,-49.3267,68.32,63,7,0.85,BR,1690095129
461,mutsalaul,43.2755,46.7308,91.83,34,0,7.54,RU,1690095130
462,richards bay,-28.783,32.0377,66.76,52,4,4.12,ZA,1690094930
463,krasnyy kholm,58.0607,37.1203,62.42,64,99,8.12,RU,1690095131
464,taroa,8.7058,171.2275,83.19,77,22,17.67,MH,1690095131
465,song cau,13.45,109.2167,86.25,67,76,5.26,VN,1690095132
466,kerikeri,-35.2268,173.9474,50.92,84,40,5.75,NZ,1690095132
467,pestravka,52.405,49.9583,71.04,50,100,6.29,RU,1690095133
468,jutai,-5.1833,-68.9,71.49,74,16,0.65,BR,1690095134
469,tsetserleg,47.475,101.4542,68.56,51,44,2.71,MN,1690095134
470,argo,37.6333,22.7333,92.79,16,0,6.38,GR,1690095135
471,tamanrasset,22.785,5.5228,80.51,14,0,4.61,DZ,1690095135
472,gaspe,48.8334,-64.4819,64.62,100,100,0.0,CA,1690094913
473,northam,51.0333,-4.2167,63.66,98,100,15.93,GB,1690095136
474,khovd,48.0056,91.6419,84.63,15,94,14.88,MN,1690095137
475,antofagasta,-23.65,-70.4,61.88,84,46,3.69,CL,1690095114
476,gidam,18.9833,81.4,81.9,82,100,7.4,IN,1690095138
477,urangan,-25.3,152.9,65.37,66,2,14.56,AU,1690095139
478,tallulah,32.4085,-91.1868,73.4,94,0,3.44,US,1690095139
479,mikumi,-7.4041,36.9831,76.39,60,22,7.54,TZ,1690095140
480,shortandy,51.7006,70.9994,72.57,44,100,4.85,KZ,1690095141
481,egletons,45.4034,2.0507,63.12,62,97,2.82,FR,1690095141
482,mantua,45.1667,10.7833,76.05,77,39,3.0,IT,1690095142
483,choibalsan,48.0667,114.5,78.24,32,6,12.41,MN,1690095142
484,akdepe,42.0551,59.3788,96.89,14,0,2.64,TM,1690095143
485,haiku-pauwela,20.9219,-156.3051,80.04,84,75,13.0,US,1690095143
486,onega,63.9061,38.1404,52.12,98,100,6.55,RU,1690095089
487,yarmouth,41.7057,-70.2286,71.65,95,0,1.99,US,1690095029
488,rockland,41.1668,-74.0496,71.46,87,4,3.24,US,1690095145
489,alenquer,-1.9417,-54.7383,75.29,63,51,3.91,BR,1690095146
490,sambava,-14.2667,50.1667,75.43,67,25,11.41,MG,1690095147
491,canasgordas,6.7499,-76.0254,62.94,94,99,1.52,CO,1690095147
492,alibag,18.6411,72.8792,84.27,90,100,19.17,IN,1690095148
493,colipapa,9.4726,122.5616,81.25,85,100,12.59,PH,1690095148
494,qaisumah,28.3112,46.1273,100.36,10,0,9.22,SA,1690095149
495,puerto santa,-8.9906,-78.6456,68.25,82,58,5.14,PE,1690095149
496,hit,33.6416,42.8251,108.59,11,0,15.01,IQ,1690095150
497,puerto leguizamo,-0.1934,-74.7819,68.54,95,100,3.13,CO,1690095151
498,la passe,45.5549,-0.8967,66.97,74,100,9.95,FR,1690095151
499,saint-francois,46.4154,3.9054,63.84,72,0,4.61,FR,1690095152
500,at-bashi,41.1702,75.8106,83.77,22,4,6.51,KG,1690095153
501,belokany,41.7258,46.4083,84.29,42,2,3.78,AZ,1690095154
502,al bawiti,28.3492,28.8659,90.18,32,0,12.53,EG,1690095155
503,barra da estiva,-13.6261,-41.3269,59.11,91,88,3.38,BR,1690095155
504,tara,56.8944,74.371,79.21,44,9,5.5,RU,1690095156
505,sao miguel do araguaia,-13.275,-50.1628,68.9,51,0,6.02,BR,1690095157
506,srivardhan,18.0333,73.0167,80.06,90,100,19.46,IN,1690095157
507,anderson,34.5334,-82.6499,74.28,92,0,0.0,US,1690094873
508,jishui,33.7333,115.4,98.02,39,37,6.42,CN,1690095158
509,toliara,-23.35,43.6667,72.86,67,1,2.3,MG,1690095159
510,slawharad,53.4446,31.0014,63.25,73,50,9.44,BY,1690095160
511,kirkuk,35.4681,44.3922,105.78,16,0,3.53,IQ,1690095161
512,briancon,44.9,6.65,66.36,44,0,3.53,FR,1690095161
513,orikhiv,47.5673,35.7858,80.89,56,22,8.84,UA,1690095162
514,beacon square,28.2086,-82.7554,84.97,85,3,11.81,US,1690095163
515,valladolid,41.5833,-4.6667,69.78,52,3,4.61,ES,1690095163
516,mitu,1.1983,-70.1733,71.1,97,93,0.29,CO,1690095164
517,antsiranana,-12.2787,49.2917,81.36,47,20,18.41,MG,1690095165
518,altayskoye,51.9533,85.3325,64.44,82,100,4.03,RU,1690095166
519,burley,42.5357,-113.7928,80.29,31,0,8.05,US,1690095166
520,badger,64.8,-147.5333,75.07,66,20,3.44,US,1690095167
521,de soto,34.9248,-89.9904,70.9,90,0,0.0,US,1690095167
522,quellon,-43.1167,-73.6167,32.25,100,0,3.44,CL,1690095168
523,koniecpol,50.7747,19.689,70.29,52,100,10.4,PL,1690095169
524,port macquarie,-31.4333,152.9167,59.9,63,5,10.47,AU,1690095169
525,cartagena,10.3997,-75.5144,82.02,89,75,4.61,CO,1690095103
526,rosetta,31.4044,30.4164,85.55,64,0,5.88,EG,1690095171
527,usogorsk,63.4106,48.6872,56.23,97,100,6.02,RU,1690095172
528,kachug,53.9606,105.8817,83.57,30,55,9.95,RU,1690095173
529,aykhal,66.0,111.5,82.35,31,82,16.89,RU,1690095174
530,amos,48.5669,-78.1162,50.97,69,7,3.89,CA,1690095174
531,zmeinogorsk,51.1567,82.195,84.09,23,16,10.85,RU,1690095175
532,gorontalo,0.5412,123.0595,85.23,62,21,6.53,ID,1690095175
533,znamenskoye,57.1281,73.8282,79.54,43,43,5.97,RU,1690095176
534,kargasok,59.0556,80.8572,68.2,79,100,5.91,RU,1690095176
535,tutoia,-2.7619,-42.2744,72.09,87,83,6.85,BR,1690094930
536,kitimat,54.0524,-128.6534,57.58,61,0,2.39,CA,1690095178
537,srandakan,-7.9386,110.2506,81.82,61,20,17.54,ID,1690095179
538,rosario do sul,-30.2583,-54.9142,69.55,67,91,13.42,BR,1690095180
539,colonia menno,-22.3667,-59.8167,75.45,33,0,10.85,PY,1690095180
540,oranjemund,-28.55,16.4333,52.14,57,100,4.81,NA,1690095181
541,sovetskaya gavan',48.9723,140.2878,65.89,84,100,3.13,RU,1690095181
542,dzhangala,49.2167,50.3333,81.88,35,83,3.58,KZ,1690095182
543,montecristo,8.2971,-74.4733,76.21,96,100,2.15,CO,1690095182
544,mount gambier,-37.8333,140.7667,50.77,81,100,4.72,AU,1690095183
545,'ain el melh,34.8415,4.1638,89.44,10,0,4.9,DZ,1690095184
546,hammerfest,70.6634,23.6821,54.05,62,0,8.05,NO,1690095184
547,harstad,68.799,16.5293,59.16,94,99,1.99,NO,1690095185
548,puerto baquerizo moreno,-0.9,-89.6,76.14,77,17,12.46,EC,1690095148
549,dehui,44.5333,125.7,75.69,84,2,20.29,CN,1690095186
550,cedeira,43.6797,-8.0209,63.05,83,100,12.1,ES,1690095186
551,malango,-2.9627,119.9001,74.21,85,83,3.6,ID,1690095187
552,cajati,-24.7361,-48.1228,59.85,97,19,2.26,BR,1690095188
553,acapulco de juarez,16.8634,-99.8901,82.22,74,75,6.91,MX,1690095011
554,campbell river,50.0163,-125.2446,67.44,71,100,4.07,CA,1690095189
555,zaozersk,69.4005,32.4476,49.75,79,100,16.02,RU,1690095190
556,darwin,-12.4611,130.8418,84.18,22,0,15.01,AU,1690095190
557,margate,51.3813,1.3862,64.69,91,100,8.01,GB,1690095191
558,peterhead,57.5058,-1.7981,56.44,81,100,13.8,GB,1690095191
559,pitmoaga,12.2397,-1.8767,74.82,79,42,6.71,BF,1690095192
560,den burg,53.0542,4.7972,62.96,93,75,26.46,NL,1690095193
561,midelt,32.6852,-4.7451,79.07,19,4,1.83,MA,1690095193
562,tavda,58.0425,65.2726,66.56,81,100,7.34,RU,1690095194
563,zabaykal'sk,49.6333,117.3167,66.11,75,100,12.24,RU,1690095195
564,namtsy,62.7161,129.6658,86.16,34,8,14.32,RU,1690095195
565,santa marta,11.2408,-74.199,85.89,72,100,8.01,CO,1690095196
566,walvis bay,-22.9575,14.5053,54.55,82,100,4.61,NA,1690095196
567,zouerate,22.7187,-12.4521,74.97,49,5,9.22,MR,1690095197
568,victorica,-36.2151,-65.4359,48.47,49,100,16.06,AR,1690095198
569,khorixas,-20.3667,14.9667,68.07,33,0,6.51,NA,1690095198
570,tadmur,34.5608,38.2805,96.4,21,0,14.43,SY,1690095199
571,sumberpucung,-8.1586,112.4829,83.7,52,15,8.03,ID,1690095199
